# BUSCO version is: 5.1.3 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
8818at4751	Complete	k141_48105	14475	19451	-	2103.4	1408	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Complete	k141_49660	23322	27455	+	1357.0	1078	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Fragmented	k141_23325	162702	168074	+	175.9	628	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Complete	k141_3664	4004	9340	-	781.5	1243	https://www.orthodb.org/v10?query=11140at4751	Protein dopey
11636at4751	Complete	k141_17707	9230	15678	+	426.7	714	https://www.orthodb.org/v10?query=11636at4751	Tetratricopeptide repeat
11879at4751	Complete	k141_14322	184098	188951	+	799.5	995	https://www.orthodb.org/v10?query=11879at4751	HECT domain
12258at4751	Complete	k141_35173	51353	55435	+	1500.2	989	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	k141_37094	52667	59324	-	251.6	473	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Complete	k141_37067	11446	18326	-	1382.5	1264	https://www.orthodb.org/v10?query=12959at4751	Sec7, C-terminal
13224at4751	Complete	k141_16062	119964	124397	-	401.2	737	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	k141_3336	9355	16230	+	468.7	1284	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Complete	k141_36506	17611	31569	-	1390.1	797	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	k141_10059	6817	11691	+	1759.5	1348	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	k141_51582	785	4009	+	1130.8	889	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	k141_10087	28301	32095	-	343.7	784	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	k141_3952	59846	63904	+	810.3	695	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	k141_14322	85907	93371	-	775.2	593	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Complete	k141_26527	13241	16372	+	135.2	499	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Complete	k141_31090	87417	90473	-	1150.3	763	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Complete	k141_3438	52715	56614	-	997.7	960	https://www.orthodb.org/v10?query=20952at4751	multidrug efflux transporter AcrB transmembrane domain-containing protein
21651at4751	Complete	k141_37067	132281	136525	-	854.4	688	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	k141_33066	207338	210115	+	611.7	685	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	k141_46750	127506	130718	-	1239.6	833	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	k141_23325	27715	30363	+	191.9	356	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Complete	k141_39894	90060	94652	+	1592.6	1187	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Complete	k141_10257	17036	23412	+	770.4	1076	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	k141_28456	21045	24935	+	467.0	795	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	k141_4106	19073	22015	+	555.9	732	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Complete	k141_31090	57053	60247	-	233.8	579	https://www.orthodb.org/v10?query=25161at4751	Tetratricopeptide repeat
26329at4751	Complete	k141_43664	90097	93615	+	1495.3	954	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Complete	k141_36709	135641	138940	+	364.1	585	https://www.orthodb.org/v10?query=27008at4751	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
29512at4751	Complete	k141_4106	58370	61288	+	575.4	637	https://www.orthodb.org/v10?query=29512at4751	Importin alpha re-exporter
31256at4751	Complete	k141_33413	48218	51493	+	194.2	535	https://www.orthodb.org/v10?query=31256at4751	Armadillo-type fold
31324at4751	Complete	k141_30990	126601	130035	+	582.9	792	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	k141_32297	38056	40659	+	723.2	667	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	k141_33066	203356	206835	-	840.6	658	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Complete	k141_49785	27502	30894	+	78.1	560	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Complete	k141_44450	2104	6579	+	448.9	706	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Complete	k141_32288	28012	33568	-	869.7	895	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Missing
37028at4751	Complete	k141_36709	3332	5632	-	884.2	606	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Complete	k141_27079	8377	10914	-	884.7	512	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	k141_10348	117681	118970	+	99.4	278	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Complete	k141_23009	65471	68656	-	167.8	430	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Complete	k141_17414	57328	60111	+	537.2	636	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
39833at4751	Complete	k141_10348	60680	63595	-	347.9	561	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Complete	k141_23325	189012	192206	+	108.1	815	https://www.orthodb.org/v10?query=43842at4751	Armadillo-type fold
46090at4751	Complete	k141_4106	45716	48652	+	422.0	606	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46098at4751	Complete	k141_46750	56888	60389	+	860.2	744	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Complete	k141_6912	189210	193259	-	664.4	970	https://www.orthodb.org/v10?query=46119at4751	WD40/YVTN repeat-like-containing domain superfamily
46666at4751	Complete	k141_52680	46	8070	+	739.6	990	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46752at4751	Complete	k141_33323	212238	215285	+	800.3	805	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46918at4751	Complete	k141_46750	76404	79349	+	289.2	460	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
47592at4751	Complete	k141_23325	179263	181908	+	471.0	697	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
48708at4751	Complete	k141_30990	25483	28785	+	1144.4	871	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
49476at4751	Complete	k141_37236	90794	93283	-	597.2	491	https://www.orthodb.org/v10?query=49476at4751	Dynamin, GTPase domain
49967at4751	Complete	k141_49660	31368	34405	+	624.6	622	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
50786at4751	Missing
50835at4751	Complete	k141_36709	189114	194047	+	948.1	652	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
52541at4751	Complete	k141_37236	58766	61156	-	529.5	434	https://www.orthodb.org/v10?query=52541at4751	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
52909at4751	Complete	k141_26760	22846	25776	-	756.0	653	https://www.orthodb.org/v10?query=52909at4751	26S proteasome regulatory subunit RPN1
53270at4751	Complete	k141_23075	117725	122017	+	708.5	823	https://www.orthodb.org/v10?query=53270at4751	UDP-glucose
54252at4751	Complete	k141_3438	89056	91905	-	765.7	702	https://www.orthodb.org/v10?query=54252at4751	26S proteasome regulatory subunit RPN2
54919at4751	Complete	k141_21590	8990	11371	+	447.0	443	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
56395at4751	Missing
56432at4751	Complete	k141_6884	71411	74422	-	157.9	467	https://www.orthodb.org/v10?query=56432at4751	putative exocyst complex component sec8
56729at4751	Complete	k141_3757	2329	9494	+	940.9	759	https://www.orthodb.org/v10?query=56729at4751	Coatomer subunit beta
57081at4751	Complete	k141_39894	99443	102826	-	780.9	685	https://www.orthodb.org/v10?query=57081at4751	Splicing factor 3B subunit 1
58127at4751	Complete	k141_20152	160157	163228	-	195.4	485	https://www.orthodb.org/v10?query=58127at4751	K Homology domain, type 1
59795at4751	Complete	k141_6912	111096	113867	-	694.0	704	https://www.orthodb.org/v10?query=59795at4751	Coatomer subunit gamma
61411at4751	Complete	k141_20285	1023	4475	+	187.7	299	https://www.orthodb.org/v10?query=61411at4751	WD40-repeat-containing domain
61438at4751	Complete	k141_37305	63423	66380	-	347.3	591	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61857at4751	Missing
62846at4751	Complete	k141_49660	34594	38250	-	332.6	447	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
63635at4751	Missing
63838at4751	Missing
64002at4751	Complete	k141_46750	2968	6129	-	566.2	670	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64498at4751	Complete	k141_33036	63057	65132	-	729.9	525	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
65334at4751	Complete	k141_49660	88020	90659	-	488.6	527	https://www.orthodb.org/v10?query=65334at4751	WD40-repeat-containing domain
65499at4751	Complete	k141_4488	453	4819	-	534.7	521	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
66151at4751	Complete	k141_23075	128651	130960	+	356.1	547	https://www.orthodb.org/v10?query=66151at4751	Tetratricopeptide repeat
67284at4751	Missing
67399at4751	Complete	k141_6515	78062	80194	-	644.4	480	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67806at4751	Complete	k141_52220	16072	18369	+	298.6	467	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
68466at4751	Complete	k141_23325	110768	113845	+	962.7	831	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68881at4751	Missing
71039at4751	Complete	k141_26527	52817	56035	+	992.6	717	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71046at4751	Complete	k141_49660	51423	53969	-	573.6	651	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
73383at4751	Complete	k141_31090	79614	81743	+	622.9	550	https://www.orthodb.org/v10?query=73383at4751	DNA topoisomerase I
73477at4751	Complete	k141_37067	21402	23009	-	605.0	402	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73771at4751	Complete	k141_7436	24574	27297	+	667.2	668	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
75033at4751	Missing
75456at4751	Complete	k141_23075	98355	100520	+	182.2	437	https://www.orthodb.org/v10?query=75456at4751	Vps53-like, N-terminal
75463at4751	Complete	k141_289	27639	30059	-	694.6	592	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75709at4751	Complete	k141_37236	62059	66723	-	862.0	780	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75976at4751	Complete	k141_3713	8845	12210	-	613.6	587	https://www.orthodb.org/v10?query=75976at4751	Calcium permease family membrane transporter
76196at4751	Complete	k141_37374	60414	62960	+	550.1	353	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76893at4751	Complete	k141_37236	265864	268143	-	787.4	542	https://www.orthodb.org/v10?query=76893at4751	ATPase, AAA-type, conserved site
76975at4751	Complete	k141_17414	53081	55837	-	171.8	481	https://www.orthodb.org/v10?query=76975at4751	Exocyst complex component Sec5
78289at4751	Complete	k141_17414	24736	26607	+	645.9	482	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78665at4751	Missing
79262at4751	Complete	k141_30990	5432	10545	-	742.7	491	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79294at4751	Complete	k141_23009	55521	57293	+	748.9	444	https://www.orthodb.org/v10?query=79294at4751	Bifunctional purine biosynthesis protein ADE17
79797at4751	Complete	k141_96	121639	124020	-	447.0	520	https://www.orthodb.org/v10?query=79797at4751	WD40-repeat-containing domain
79988at4751	Complete	k141_3438	68179	70152	+	90.6	233	https://www.orthodb.org/v10?query=79988at4751	Polynucleotide 5'-hydroxyl-kinase grc3
81295at4751	Complete	k141_24590	50646	54712	+	787.1	440	https://www.orthodb.org/v10?query=81295at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
81614at4751	Complete	k141_816	20196	25283	-	1154.7	1332	https://www.orthodb.org/v10?query=81614at4751	nucleic acid-binding protein
81687at4751	Complete	k141_46750	23730	25439	-	795.3	478	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
84250at4751	Complete	k141_48180	6742	10200	-	106.0	653	https://www.orthodb.org/v10?query=84250at4751	TRAPP II complex, TRAPPC10
84829at4751	Complete	k141_43664	12107	13717	-	198.7	227	https://www.orthodb.org/v10?query=84829at4751	DUF747-domain-containing protein
85793at4751	Fragmented	k141_50200	20493	24071	-	274.4	501	https://www.orthodb.org/v10?query=85793at4751	cohesin complex subunit SA-1/2
86293at4751	Complete	k141_37236	99581	101368	-	355.1	325	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
87251at4751	Complete	k141_43664	37960	41577	-	687.9	885	https://www.orthodb.org/v10?query=87251at4751	Ribosomal RNA-processing protein 12
87313at4751	Complete	k141_718	54845	56497	-	867.0	437	https://www.orthodb.org/v10?query=87313at4751	Elongator complex protein 3
90022at4751	Complete	k141_23325	34709	36808	+	141.6	216	https://www.orthodb.org/v10?query=90022at4751	nucleotide-diphospho-sugar transferase
91135at4751	Complete	k141_26527	91406	94519	-	205.4	405	https://www.orthodb.org/v10?query=91135at4751	Far11/STRP, C-terminal
92267at4751	Complete	k141_37454	17706	19481	-	735.1	511	https://www.orthodb.org/v10?query=92267at4751	Phenylalanyl-tRNA synthetase
93783at4751	Complete	k141_6074	19382	21790	-	164.4	329	https://www.orthodb.org/v10?query=93783at4751	ER membrane protein complex subunit 1
94384at4751	Complete	k141_23304	28569	30500	+	365.4	388	https://www.orthodb.org/v10?query=94384at4751	DNA topoisomerase
94628at4751	Complete	k141_36709	205583	208369	+	827.9	538	https://www.orthodb.org/v10?query=94628at4751	DNA helicase
95253at4751	Complete	k141_37236	9873	12098	-	450.2	528	https://www.orthodb.org/v10?query=95253at4751	WD40-repeat-containing domain
96633at4751	Missing
97141at4751	Missing
98519at4751	Complete	k141_1036	54631	56913	+	106.5	327	https://www.orthodb.org/v10?query=98519at4751	Symplekin/Pta1
98733at4751	Complete	k141_16880	13269	15452	-	928.6	555	https://www.orthodb.org/v10?query=98733at4751	threonyl-tRNA synthetase
98739at4751	Complete	k141_3757	24156	26198	-	608.0	425	https://www.orthodb.org/v10?query=98739at4751	Homoaconitase, mitochondrial
100957at4751	Complete	k141_8492	4629	7694	+	426.2	697	https://www.orthodb.org/v10?query=100957at4751	ARM repeat-containing protein
101133at4751	Complete	k141_23325	45525	47234	+	496.5	383	https://www.orthodb.org/v10?query=101133at4751	Phosphoribosylaminoimidazole carboxylase
103183at4751	Complete	k141_26791	100757	103615	+	564.7	690	https://www.orthodb.org/v10?query=103183at4751	DNA repair protein
103461at4751	Missing
103836at4751	Complete	k141_36709	47437	48831	+	356.6	339	https://www.orthodb.org/v10?query=103836at4751	WD40-repeat-containing domain
104173at4751	Complete	k141_16880	66484	68556	-	385.4	490	https://www.orthodb.org/v10?query=104173at4751	Noc2-domain-containing protein
104415at4751	Complete	k141_32228	12471	14249	-	257.1	366	https://www.orthodb.org/v10?query=104415at4751	WD40-repeat-containing domain
105401at4751	Complete	k141_7436	30282	32006	-	1016.3	557	https://www.orthodb.org/v10?query=105401at4751	GroEL-like apical domain superfamily
106281at4751	Missing
107136at4751	Complete	k141_35173	121125	123941	+	706.4	558	https://www.orthodb.org/v10?query=107136at4751	glycoside hydrolase family 31 protein
107464at4751	Complete	k141_49660	84441	86078	+	596.6	410	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
109276at4751	Complete	k141_39894	75380	78661	+	381.4	420	https://www.orthodb.org/v10?query=109276at4751	CCAAT-box-binding transcription factor
111022at4751	Complete	k141_1556	42940	44535	-	327.9	306	https://www.orthodb.org/v10?query=111022at4751	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
111189at4751	Complete	k141_37374	92275	95184	+	666.6	538	https://www.orthodb.org/v10?query=111189at4751	ATP-dependent RNA helicase DBP10
112646at4751	Complete	k141_49222	8822	11407	+	77.5	303	https://www.orthodb.org/v10?query=112646at4751	oligomeric Golgi complex subunit 6
112937at4751	Complete	k141_17414	100764	103322	+	459.7	487	https://www.orthodb.org/v10?query=112937at4751	P-loop containing nucleoside triphosphate hydrolase protein
115993at4751	Complete	k141_701	74679	77093	-	651.6	457	https://www.orthodb.org/v10?query=115993at4751	Ribosome biogenesis protein ERB1
117017at4751	Complete	k141_49660	93600	95930	+	689.0	470	https://www.orthodb.org/v10?query=117017at4751	Methionyl-tRNA synthetase
118189at4751	Complete	k141_36709	89646	91388	-	561.2	509	https://www.orthodb.org/v10?query=118189at4751	WD40-repeat-containing domain
118701at4751	Complete	k141_33323	150488	156121	+	568.5	526	https://www.orthodb.org/v10?query=118701at4751	Phosphatidylinositol 3-kinase VPS34
119833at4751	Complete	k141_6515	51306	53537	+	370.3	375	https://www.orthodb.org/v10?query=119833at4751	Histone-lysine N-methyltransferase
122507at4751	Complete	k141_50200	14025	16415	+	345.9	415	https://www.orthodb.org/v10?query=122507at4751	WD40-repeat-containing domain
122824at4751	Complete	k141_21622	29657	31423	+	166.3	256	https://www.orthodb.org/v10?query=122824at4751	WD40-repeat-containing domain
123228at4751	Complete	k141_6515	137044	140628	+	846.5	875	https://www.orthodb.org/v10?query=123228at4751	Ribosome biogenesis protein BMS1
123277at4751	Complete	k141_46750	149887	156587	+	840.8	989	https://www.orthodb.org/v10?query=123277at4751	WD40-repeat-containing domain
123494at4751	Complete	k141_6884	1398	2912	-	272.5	267	https://www.orthodb.org/v10?query=123494at4751	Actin family
125400at4751	Complete	k141_23009	105643	107751	-	112.9	354	https://www.orthodb.org/v10?query=125400at4751	RINT-1 family protein
125935at4751	Complete	k141_33066	222281	224167	+	495.4	435	https://www.orthodb.org/v10?query=125935at4751	tRNA-dihydrouridine(47) synthase 
126037at4751	Complete	k141_10257	10996	14460	-	407.5	417	https://www.orthodb.org/v10?query=126037at4751	SNF2-related, N-terminal domain
126249at4751	Complete	k141_13489	104801	107440	-	556.4	514	https://www.orthodb.org/v10?query=126249at4751	Multiple RNA-binding domain-containing protein 1
126256at4751	Complete	k141_33413	86981	88765	+	462.5	317	https://www.orthodb.org/v10?query=126256at4751	Non-specific serine/threonine protein kinase
126519at4751	Complete	k141_19973	19362	21047	+	613.8	445	https://www.orthodb.org/v10?query=126519at4751	Imidazole glycerol phosphate synthase hisHF
127140at4751	Missing
129160at4751	Complete	k141_3946	89410	91020	+	627.9	464	https://www.orthodb.org/v10?query=129160at4751	T-complex protein 1 subunit zeta
129326at4751	Complete	k141_6912	97529	100099	+	522.2	644	https://www.orthodb.org/v10?query=129326at4751	Putative nucleolar complex protein 14
129520at4751	Complete	k141_701	72757	74460	+	607.6	420	https://www.orthodb.org/v10?query=129520at4751	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
130062at4751	Complete	k141_10348	135873	139004	-	231.7	620	https://www.orthodb.org/v10?query=130062at4751	Importin-beta domain-containing protein
130930at4751	Complete	k141_6902	12958	18264	-	1068.8	1630	https://www.orthodb.org/v10?query=130930at4751	Nucleoporin Nup186/Nup192/Nup205
130976at4751	Complete	k141_37236	200104	201933	+	308.1	421	https://www.orthodb.org/v10?query=130976at4751	DNA polymerase alpha subunit B
133954at4751	Missing
135184at4751	Complete	k141_44450	36019	37989	-	256.3	264	https://www.orthodb.org/v10?query=135184at4751	Nitrogen permease regulator 2
135652at4751	Complete	k141_51582	8778	10499	-	533.9	368	https://www.orthodb.org/v10?query=135652at4751	Poly(A) polymerase
137963at4751	Complete	k141_43664	83973	86018	+	714.5	438	https://www.orthodb.org/v10?query=137963at4751	Prolyl-tRNA synthetase
138484at4751	Complete	k141_3713	25297	27381	+	152.6	367	https://www.orthodb.org/v10?query=138484at4751	DNA polymerase epsilon subunit
138695at4751	Complete	k141_6912	290483	292402	+	756.8	529	https://www.orthodb.org/v10?query=138695at4751	Nucleolar GTP-binding protein 1
138697at4751	Complete	k141_37374	127763	131151	-	501.0	409	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138833at4751	Complete	k141_37610	33478	35301	+	571.9	518	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
141273at4751	Complete	k141_20152	93133	94770	-	309.6	281	https://www.orthodb.org/v10?query=141273at4751	methionine-tRNA ligase
142357at4751	Complete	k141_3438	48432	50630	+	575.9	587	https://www.orthodb.org/v10?query=142357at4751	Ribosomal protein S5 domain 2-type fold
142965at4751	Complete	k141_49770	27627	29282	-	247.0	276	https://www.orthodb.org/v10?query=142965at4751	GPI transamidase component GPI16
143414at4751	Complete	k141_43664	105588	107651	+	249.5	438	https://www.orthodb.org/v10?query=143414at4751	Transcription factor 25
145178at4751	Complete	k141_48252	25518	29678	+	91.8	346	https://www.orthodb.org/v10?query=145178at4751	Topoisomerase 1-associated factor 1
145378at4751	Complete	k141_32297	21874	23694	+	372.0	445	https://www.orthodb.org/v10?query=145378at4751	Eukaryotic translation initiation factor 2A
145524at4751	Complete	k141_3946	21808	28588	+	448.7	329	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
147028at4751	Complete	k141_19973	33752	35263	-	315.3	315	https://www.orthodb.org/v10?query=147028at4751	WD40-repeat-containing domain
148293at4751	Complete	k141_33413	1839	5265	+	791.9	402	https://www.orthodb.org/v10?query=148293at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
150469at4751	Complete	k141_31090	113540	115111	-	508.4	361	https://www.orthodb.org/v10?query=150469at4751	T-complex protein 1 subunit beta
153083at4751	Complete	k141_6912	207507	209858	-	511.4	598	https://www.orthodb.org/v10?query=153083at4751	Ubiquitin carboxyl-terminal hydrolase
154126at4751	Complete	k141_23325	58177	60096	-	477.0	406	https://www.orthodb.org/v10?query=154126at4751	Ubiquitin-like modifier-activating enzyme ATG7
156073at4751	Missing
160044at4751	Complete	k141_37067	84218	86167	+	476.0	353	https://www.orthodb.org/v10?query=160044at4751	Sodium/hydrogen exchanger
160875at4751	Complete	k141_33175	8410	10248	-	381.1	411	https://www.orthodb.org/v10?query=160875at4751	RNA helicase
160940at4751	Complete	k141_32288	24172	25335	-	176.1	241	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160995at4751	Complete	k141_14322	81347	82912	+	649.9	384	https://www.orthodb.org/v10?query=160995at4751	Eukaryotic translation initiation factor 2 subunit gamma
161113at4751	Complete	k141_30990	57369	58835	-	326.6	310	https://www.orthodb.org/v10?query=161113at4751	Peptidase M16, N-terminal
163318at4751	Missing
165243at4751	Complete	k141_37236	83413	84861	+	268.0	267	https://www.orthodb.org/v10?query=165243at4751	General transcription and DNA repair factor IIH
167290at4751	Complete	k141_33066	165708	167297	-	389.1	407	https://www.orthodb.org/v10?query=167290at4751	actin-like ATPase domain-containing protein
167374at4751	Missing
167498at4751	Complete	k141_20152	49549	51132	+	578.0	424	https://www.orthodb.org/v10?query=167498at4751	Signal recognition particle 54 kDa protein
168092at4751	Complete	k141_34250	29820	31547	-	465.0	385	https://www.orthodb.org/v10?query=168092at4751	P-loop containing nucleoside triphosphate hydrolase protein
168489at4751	Missing
169381at4751	Complete	k141_36709	129729	131216	-	294.3	250	https://www.orthodb.org/v10?query=169381at4751	WD40-repeat-containing domain
170297at4751	Complete	k141_30990	76386	77801	+	596.5	472	https://www.orthodb.org/v10?query=170297at4751	26S proteasome non-ATPase regulatory subunit 3
170401at4751	Complete	k141_14322	219848	224464	+	233.5	766	https://www.orthodb.org/v10?query=170401at4751	Zinc finger, RING/FYVE/PHD-type
170904at4751	Complete	k141_36709	33660	36965	-	430.5	1029	https://www.orthodb.org/v10?query=170904at4751	P-loop containing nucleoside triphosphate hydrolase protein
171181at4751	Complete	k141_33323	217897	218948	-	133.3	155	https://www.orthodb.org/v10?query=171181at4751	Cytidine deaminase-like protein
